customer_id,customer_name,email,registration_date,customer_type
C0400,Adam Ellis,christina89@example.org,2024-09-01,VIP
C0401,Kimberly Davidson,jcarter@example.org,2024-11-14,VIP
C0402,Caitlin Richardson,pattersondustin@example.net,2025-10-26,VIP
C0403,Steven Mitchell,johncharles@example.com,2026-07-01,PREMIUM
C0404,Brittany Clark,natasha21@example.net,2025-11-30,REGULAR
C0405,Cynthia Ramirez,danielcynthia@example.org,2024-12-27,VIP
C0406,Wayne Davis,scottangela@example.net,2024-05-03,PREMIUM
C0407,Sally Anderson,robertsonlisa@example.org,2024-04-27,REGULAR
C0408,James Mendoza,kimberlyburton@example.net,2023-12-09,REGULAR
C0409,Marissa Nunez,beth38@example.org,2026-03-10,VIP
C0410,Tyler King,othomas@example.net,2023-10-25,VIP
C0411,Diana Parker,elaineramirez@example.com,2023-09-21,REGULAR
C0412,Lisa Ibarra,michael01@example.com,2025-07-19,PREMIUM
C0413,William Pacheco,csoto@example.com,2025-01-08,PREMIUM
C0414,Gary Mason,nsmith@example.org,2024-11-06,PREMIUM
C0415,Mr. Jeff Quinn,cassidywright@example.net,2024-05-21,PREMIUM
C0416,Darrell Smith,ramireztara@example.net,2025-09-01,VIP
C0417,Shawn Hutchinson,russelljoe@,2025-10-29,VIP
C0418,John Holloway,allisonwatson@example.com,2026-03-14,PREMIUM
C0419,Lucas Nichols,fjones@example.com,2024-08-21,VIP
C0420,Dr. Jacqueline Warner,audrey35@example.net,2026-04-16,REGULAR
C0421,Alexis Gardner,rebeccamorris@example.com,2025-08-26,PREMIUM
C0422,Ronald Whitehead,krios@example.com,2024-06-12,PREMIUM
C0423,Dustin Hall,kennedycarrie.com,2026-05-08,VIP
C0424,Kathleen Macdonald,hicksbradley@example.net,2024-09-06,VIP
C0425,David Price,henrymelinda@example.org,2025-11-30,PREMIUM
C0426,Ms. Diana Thomas MD,michael62@example.net,2025-10-06,VIP
C0427,Tyler Smith,ryan04@example.com,2025-07-27,REGULAR
C0428,Pamela Hernandez,whiterobert@example.org,2023-08-18,REGULAR
C0429,Jerry Miller,wjones@example.net,2024-08-06,PREMIUM
C0430,Paige Arroyo,richardochoa@gmail,2025-05-31,REGULAR
C0431,Tyler Gamble,emartinez@example.net,2024-02-14,REGULAR
C0432,Patrick Diaz,smithchristine@example.org,2024-07-25,REGULAR
C0433,Taylor Tanner,april08@example.org,2025-04-14,PREMIUM
C0434,Robert Garrett,westfrancisco@example.net,2024-11-06,REGULAR
C0435,Stephen Jensen,stewartaustin@example.org,2024-12-10,VIP
C0436,Brandon Daniels,dpratt@example.org,2024-08-22,PREMIUM
C0437,Summer Roth,andrea27@example.net,2026-05-22,REGULAR
C0438,Devin Mullins,robertfreeman@example.org,2024-07-14,PREMIUM
C0439,Cindy Brady,sramos@example.com,2023-07-15,REGULAR
C0440,Tammy Baker DVM,chenmichael@example.net,2024-02-08,REGULAR
C0441,Chad Cummings,roger43@example.com,2024-07-12,PREMIUM
C0442,Thomas Warner,fernando36@example.com,2024-09-03,REGULAR
C0443,Jamie Mitchell,evansryan@example.org,2025-12-15,REGULAR
C0444,John Cook,emilymathis@example.com,2023-12-03,VIP
C0445,Rose Mclaughlin,joshualeon@example.net,2026-06-22,PREMIUM
C0446,Craig Lewis,brucemcbride@example.net,2025-08-30,REGULAR
C0447,Stephanie Paul,blanchardscott@example.org,2024-09-05,VIP
C0448,Zachary White,michaelgrant@example.net,2024-10-04,PREMIUM
C0449,Christina Kennedy,kevinjohnson@example.com,2026-06-15,PREMIUM
C0450,Sean Guzman,georgecohen@example.com,2025-04-23,PREMIUM
C0451,Robert Guzman,parker76@example.net,2024-09-18,PREMIUM
C0452,Carla Perez,james15@example.com,2024-03-20,REGULAR
C0453,Michael Thomas,yrobinson@example.net,2025-05-11,REGULAR
C0454,Latoya Prince,dcarpenter@example.org,2025-07-25,PREMIUM
C0455,Robert Erickson,bowmanjacob@example.com,2024-09-19,REGULAR
C0456,John Ibarra,rcervantes@example.org,2026-07-02,PREMIUM
C0457,Harry Gordon,shanson@example.org,2024-09-27,VIP
C0458,Olivia Patton,sylviawhite@example.com,2026-01-03,VIP
C0459,Katherine Stevens,james53@example.net,2024-02-20,PREMIUM
C0460,Zachary Wells,xross@example.org,2023-08-11,PREMIUM
C0461,Ryan Thompson,russell56@example.net,2025-07-28,REGULAR
C0462,Susan Nelson,wturner@example.com,2025-03-09,PREMIUM
C0463,Gregory Chavez,amandazamora@example.net,2024-04-18,PREMIUM
C0464,Rebecca Meyer,briggsashley@example.org,2025-07-15,PREMIUM
C0465,Timothy Allen,ashleythompson@example.com,2026-03-18,PREMIUM
C0466,Sandra Hanson,nmartin@example.net,2024-11-16,VIP
C0467,Debra Arellano,jose68@example.com,2024-12-19,REGULAR
C0468,James Barrett,michaelmurphy@example.org,2023-07-29,VIP
C0469,Rachel Clark,xpowell@example.org,2024-06-27,REGULAR
C0470,Katherine Jackson,betharmstrong@example.com,2026-06-24,PREMIUM
C0471,Steven Cooper,maria15@example.org,2024-06-22,VIP
C0472,Brenda Robinson,wesleystewart@example.org,2023-08-15,PREMIUM
C0473,Melissa Elliott,akim@example.com,2024-07-28,PREMIUM
C0474,Sean Duran,uevans@example.net,2025-11-08,VIP
C0475,Mitchell Fox,chudson@example.net,2025-01-16,REGULAR
C0476,Donna Bailey,lisaosborne@example.net,2026-02-28,VIP
C0477,Jeffrey Johns,riveracarolyn@example.net,2025-04-08,VIP
C0478,Louis Davis,mariabrown@example.org,2026-05-25,REGULAR
C0479,Jonathan Nguyen,amberhughes@example.net,2024-08-09,REGULAR
C0480,Vanessa Moss,michaelmitchell@example.org,2024-07-03,REGULAR
C0481,Mr. John Johns,eharrell@example.net,2024-01-15,REGULAR
C0482,Amber Terry,walshwesley@example.org,2024-02-10,PREMIUM
C0483,Michael Nelson,xthomas@example.org,2025-07-11,PREMIUM
C0484,Mrs. Joyce Savage,hunterchristopher@example.net,2026-05-27,PREMIUM
C0485,Miranda Anderson,flong@example.com,2025-02-19,PREMIUM
C0486,Mr. Timothy Fuentes,melissa53@example.net,2023-10-16,REGULAR
C0487,Robin York,walkermichael@example.org,2025-05-16,VIP
C0488,Daniel Howard,fanderson@example.org,2024-04-25,PREMIUM
C0489,Jason Martin,bairdmatthew@example.com,2025-03-10,PREMIUM
C0490,Savannah Taylor,shammond@example.com,2026-02-19,VIP
C0491,Cynthia Williams,hamiltoneric@example.com,2026-03-08,PREMIUM
C0492,Autumn Trujillo,davidjohnson@example.org,2025-07-19,REGULAR
C0493,Anna Lane,pattonstephanie@example.org,2026-04-15,PREMIUM
C0494,Jack Harris,psnyder@example.org,2023-08-22,PREMIUM
C0495,Anthony Dunn,herbert74@example.com,2025-12-31,PREMIUM
C0496,Jenny Valenzuela,mfranklin@example.com,2025-04-27,PREMIUM
C0497,Rachel Simmons,vincent30@example.com,2025-11-16,PREMIUM
C0498,Joel Parker,paulvaldez@example.org,2026-01-25,VIP
C0499,Donna Keller,scottbush@example.net,2024-07-16,PREMIUM
C0500,Samantha Gay,kward@example.org,2025-05-18,VIP
